License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
VTDO68777,VT,DO,expired,8/3/2023,3/8/2028,840,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO107265,WA,DO,active,9/6/2023,9/4/2028,1020,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO244086,WA,DO,active,7/24/2022,12/14/2026,390,12,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO657371,WA,DO,active,8/28/2023,4/18/2026,150,12,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO788643,WA,DO,inactive,10/26/2023,1/8/2028,780,12,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD242059,WA,MD,active,12/18/2022,10/4/2028,1050,12,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD371503,WA,MD,inactive,8/26/2021,6/17/2026,210,12,c2c8ad8f-f8fe-4279-97f0-1296de7d5601,9369812830,Ashley,Moody,prov.md2@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD796115,WA,MD,active,11/16/2022,6/12/2027,570,12,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WA-DO-407504,WA,DO,active,6/3/2022,6/17/2026,210,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WA-DO-529111,WA,DO,active,9/16/2024,7/6/2028,960,12,6ded9aa7-c79f-47fb-832c-4829d5a77627,9972773817,Ian,Miller,prov.do4@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WA-DO-657348,WA,DO,expired,1/26/2023,4/19/2024,-579,24,6f34be6d-ded5-4f55-bdc2-c5758bf5e75e,,Edward,Ray,provider.do268@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,3,100.00%,,,No,
WA-MD-416464,WA,MD,expired,3/20/2024,11/11/2025,-8,36,7d4db022-3de8-4e0a-b15c-7dc8e2d7d7ae,,Matthew,Mitchell,provider.md266@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
WA-MD-450647,WA,MD,expired,12/31/2023,4/6/2025,-227,36,68058337-529a-4193-8d6f-350e705ab4eb,,William,Quinn,provider.md269@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,40,100.00%,,,No,
WA-MD-651254,WA,MD,active,2/21/2020,11/9/2027,720,12,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WA-MD-823644,WA,MD,expired,12/1/2023,1/9/2025,-314,24,210abcac-337a-40cb-b125-30f4418b0ce2,,Logan,Hunter,provider.md270@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
WA-MD-895803,WA,MD,expired,2/15/2023,3/5/2024,-624,24,8d225292-3294-4069-88a7-b760e9f8c7c1,,Kayla,Williams,provider.md267@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
WADO22745,WA,DO,suspended,1/5/2021,7/12/2027,600,12,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WADO55399,WA,DO,active,9/12/2023,10/4/2028,1050,12,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WADO67548,WA,DO,active,11/14/2022,2/12/2027,450,12,fe62d1e3-0e3b-4104-a319-fbc3c5768640,2726807263,Lori,Stokes,prov.do36@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WADO73030,WA,DO,active,3/3/2021,8/16/2026,270,12,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WAMD31988,WA,MD,active,5/13/2021,5/18/2026,180,12,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO916265,WI,DO,active,12/24/2021,9/15/2026,300,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WI-DO-143655,WI,DO,active,10/28/2024,9/14/2026,299,36,f3b7d91f-5a48-461e-b445-1da2e455ac93,,Carla,Brooks,provider.do275@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,42,100.00%,,,No,
WI-DO-677826,WI,DO,active,11/25/2020,2/12/2027,450,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WI-MD-559765,WI,MD,expired,11/18/2021,2/25/2023,-998,36,2691b0b3-7a99-48ea-8cc0-eee702399d6c,,Amanda,Rodriguez,provider.md272@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
WI-MD-710478,WI,MD,inactive,10/19/2024,8/5/2028,990,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WI-MD-837584,WI,MD,expired,10/15/2023,12/16/2024,-338,36,9a488820-30ac-47cc-8106-3a44b5c179d2,,Terry,Klein,provider.md273@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,8,100.00%,,,No,
WI-MD-854002,WI,MD,expired,3/5/2021,3/9/2022,-1351,24,00915de7-5618-4463-88bf-96d1581215aa,,Michelle,Graham,provider.md271@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
WI-MD-922359,WI,MD,expired,4/10/2021,10/9/2022,-1137,12,f7661871-6106-45bf-bb55-b7d226ad3cfd,,Denise,Barton,provider.md274@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
WIDO14203,WI,DO,active,9/30/2024,7/12/2027,600,24,80c12e21-9369-455d-9f6e-378f88c14507,9158068667,Phillip,Morales,prov.do44@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WIDO31710,WI,DO,suspended,6/28/2023,4/13/2027,510,24,bd9ffd72-affb-4faf-a34c-8af105ade4f6,7373301125,Marcus,Brown,prov.do30@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WIDO34989,WI,DO,active,7/27/2024,8/16/2026,270,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WIDO86656,WI,DO,inactive,2/15/2023,8/5/2028,990,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WIMD99647,WI,MD,suspended,2/12/2022,8/11/2027,630,24,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO162102,WV,DO,active,12/28/2024,11/14/2026,360,12,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO666507,WV,DO,active,3/9/2022,12/19/2025,30,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WV-DO-441207,WV,DO,expired,4/27/2023,5/7/2028,900,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WV-DO-504185,WV,DO,expired,2/9/2022,8/27/2023,-815,24,76edc32a-238d-4055-96dd-d26b533286e5,,Roberto,Scott,provider.do276@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
WV-MD-164926,WV,MD,expired,4/11/2024,10/14/2025,-36,24,2c8cd85e-5dcd-4a7d-96b3-a54fe5d648fb,,Monica,Howard,provider.md277@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
WV-MD-195443,WV,MD,expired,10/22/2022,1/16/2024,-673,12,bd48740a-f064-45c9-b969-68527287e0d5,,Brenda,Mcintyre,provider.md278@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,47,100.00%,,,No,
WV-MD-484520,WV,MD,expired,12/17/2023,10/19/2025,-31,12,ca6c530a-d34a-4187-96b2-8e46589f3bab,,Richard,Garcia,provider.md279@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,9,100.00%,,,No,
WV-MD-894229,WV,MD,expired,9/20/2021,8/25/2023,-817,24,574ad654-e90c-4aba-a78c-c851d0af0059,,Michael,Petersen,provider.md280@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,17,100.00%,,,No,
WVDO21869,WV,DO,active,10/16/2024,2/12/2027,450,12,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WVDO32614,WV,DO,active,8/18/2022,9/10/2027,660,12,85c6e18b-d5b6-43d9-8c2d-e42c2c524f8c,2798694903,Christopher,Bryant,prov.do33@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WVDO64692,WV,DO,active,7/6/2023,9/10/2027,660,12,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO191685,WY,DO,expired,10/4/2024,6/17/2026,210,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO614515,WY,DO,active,3/6/2023,6/6/2028,930,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WY-DO-186047,WY,DO,active,12/28/2024,1/8/2028,780,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WY-DO-432346,WY,DO,expired,4/22/2022,4/2/2024,-596,12,ef53b8dc-a676-48a4-aaff-4a381ac6ea92,,Kelly,Gonzales,provider.do285@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
WY-MD-225095,WY,MD,expired,11/24/2022,12/6/2023,-714,12,966ce018-0661-4add-8cb5-b84eac478517,,Michael,Johnson,provider.md283@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
WY-MD-231771,WY,MD,expired,5/27/2022,8/20/2023,-822,12,56de959a-97da-4db8-bbab-7e8a36b6f5d0,,Justin,Nelson,provider.md281@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
WY-MD-557112,WY,MD,active,1/19/2021,4/13/2027,510,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WY-MD-732410,WY,MD,expired,5/5/2021,12/2/2022,-1083,36,161f0141-7e2a-46b6-8e4e-6f9d19d05954,,Troy,Vazquez,provider.md282@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,40,100.00%,,,No,
WY-MD-803680,WY,MD,expired,6/4/2021,9/11/2022,-1165,36,77431084-ba5d-4968-b3c0-dd229e180103,,Matthew,Hunt,provider.md284@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,12,100.00%,,,No,
WYDO44965,WY,DO,active,5/20/2024,2/7/2028,810,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WYDO78682,WY,DO,active,1/28/2020,10/15/2026,330,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WYMD14153,WY,MD,active,10/14/2020,5/13/2027,540,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WYMD14167,WY,MD,active,6/27/2021,7/17/2026,240,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WYMD40566,WY,MD,active,4/29/2021,1/8/2028,780,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
WYMD55667,WY,MD,inactive,3/11/2021,5/13/2027,540,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
